ld,nf,nd,ns,ent,revd,nrev,rtime,tcmt,hcmt,self,ndev,age,app,aexp,rexp,oexp,rrexp,asexp,rsexp,asawr,rsawr,isbuggy,code_churn
2,1,1,1,0.0,1,3.0,61975.0,6.0,2.0,0,3.0,4132.0,1.0,3013.0,3106.0,5964.0,1988.0,2639.0,2412.0,0.1189028509660856,0.1086790073413502,0.0,4
6,2,2,1,0.5225593745369408,1,4.0,164851.0,26.0,12.0,0,12.0,2395780.0,4.0,6.0,2047.0,2047.0,2031.0,6.0,1086.0,0.0008559550012227,0.1329175837613108,0.0,17
44,4,1,1,0.9505221529649768,1,2.0,3267959.0,15.0,10.0,0,11.0,1402606.0,2.0,3.0,429.0,429.0,393.0,3.0,408.0,0.0003882741215298,0.039701028926422,0.0,87
5,2,1,1,0.7219280948873623,1,2.0,55971.0,3.0,1.0,0,4.0,14983734.0,1.0,84.0,2940.0,3020.0,2124.0,73.0,2253.0,0.0033128889286833,0.1009088060169225,0.0,10
27,3,1,1,0.6517130715573669,1,2.0,233286.0,9.0,3.0,0,6.0,1135627.6666666667,3.0,71.0,186.0,186.0,186.0,70.0,140.0,0.0379679144385026,0.0754010695187165,0.0,71
1,1,1,1,0.0,1,3.0,2145.0,8.0,3.0,0,3.0,7530077.0,2.0,5.0,443.0,448.0,410.0,5.0,380.0,0.0005288207297726,0.0335801163405605,0.0,3
2,1,1,1,0.0,1,1.0,450498.0,14.0,3.0,0,7.0,491.0,3.0,1230.0,3295.0,3295.0,2574.0,174.0,191.0,0.2976190476190476,0.3265306122448979,1.0,3
40,9,4,2,0.9168900488607694,1,3.0,135536.0,31.0,10.0,0,4.0,1316025.7777777778,3.0,319.0,382.0,382.0,367.0,301.0,364.0,0.0223158205867139,0.0269711076627503,0.0,75
0,1,1,1,0.0,1,3.0,175070.0,18.0,2.0,0,3.0,5274.0,2.0,3283.0,3738.0,3738.0,3061.0,2492.0,2788.0,0.150398166023166,0.1682553088803088,0.0,6
0,2,2,2,0.3095434291503252,1,3.0,1138075.0,38.0,4.0,0,17.0,2868016.0,2.0,1801.0,1829.0,1829.0,1457.0,1674.0,1702.0,0.1021341463414634,0.1038414634146341,0.0,36
35,4,1,1,0.7718558613562295,1,2.0,96239.0,4.0,2.0,0,4.0,238065.5,1.0,1049.0,2326.0,2649.0,1974.0,488.0,1602.0,0.0359902848310885,0.1179804224626481,0.0,66
1,1,1,1,0.0,1,1.0,6554274.0,4.0,3.0,0,5.0,3797744.0,2.0,16.0,1769.0,1777.0,1673.0,3.0,513.0,0.0008576329331046,0.1102058319039451,0.0,2
601,5,1,1,0.6749829411200025,1,2.0,73762.0,5.0,1.0,0,5.0,2314349.2,2.0,63.0,131.0,131.0,130.0,45.0,110.0,0.0303030303030303,0.0731225296442687,1.0,1087
14,1,1,1,0.0,1,2.0,86673.0,11.0,1.0,0,15.0,1558802.0,1.0,376.0,1269.0,1528.0,878.0,345.0,1154.0,0.0161425772137725,0.0538863487916394,0.0,14
4,2,1,1,1.0,1,2.0,88412.0,9.0,1.0,0,1.0,84907.0,1.0,565.0,385.0,749.0,359.0,515.0,334.0,0.0234588106928532,0.0152300418257865,0.0,8
0,2,1,1,0.4854607607459134,1,2.0,982623.0,10.0,3.0,0,7.0,22298387.0,3.0,2360.0,3907.0,3907.0,2786.0,1805.0,2577.0,0.10150059011971,0.1448884392738717,0.0,19
1,1,1,1,0.0,1,2.0,160842.0,5.0,1.0,0,1.0,3315012.0,2.0,202.0,244.0,244.0,210.0,185.0,221.0,0.0106146207841123,0.0126690635165211,1.0,2
71,3,2,1,0.791806142207425,1,2.0,1003284.0,14.0,2.0,1,11.0,801164.3333333334,1.0,123.0,123.0,123.0,123.0,115.0,115.0,0.0548722800378429,0.0548722800378429,1.0,206
1,1,1,1,0.0,1,2.0,417841.0,13.0,1.0,0,17.0,3871348.0,1.0,392.0,1280.0,1553.0,877.0,361.0,1165.0,0.0167538297773869,0.0539639931503679,0.0,4
32,3,3,1,0.3375188516587831,1,1.0,355870.0,5.0,2.0,0,44.0,264422.0,2.0,79.0,309.0,309.0,271.0,56.0,237.0,0.0035294117647058,0.0147368421052631,0.0,64
7,4,2,2,0.9031194643266948,1,3.0,4389.0,13.0,2.0,0,1.0,711008.0,2.0,357.0,607.0,607.0,606.0,332.0,574.0,0.0640754281316143,0.1106407542813161,0.0,15
8,4,2,2,0.5937596179817354,1,15.0,3458222.0,61.0,17.0,0,56.0,935664.0,2.0,146.0,570.0,570.0,538.0,145.0,555.0,0.0085106382978723,0.0324103759836782,0.0,69
7,5,2,1,0.7802859774102243,1,3.0,460205.0,20.0,7.0,0,29.0,135243.8,3.0,419.0,757.0,757.0,646.0,400.0,696.0,0.0296905079224048,0.0516066933214867,0.0,54
207,4,3,2,0.6604081144734643,1,5.0,551903.0,16.0,5.0,0,20.0,32585.25,1.0,791.0,3060.0,3578.0,1722.0,769.0,2930.0,0.0299961044020257,0.1141799766264121,0.0,312
26,2,1,1,0.9575534837147482,1,3.0,2670407.0,107.0,24.0,0,26.0,3617632.0,3.0,2460.0,3961.0,3961.0,2755.0,1881.0,2612.0,0.1024552234743317,0.1422505307855626,0.0,29
0,1,1,1,0.0,1,3.0,278193.0,13.0,7.0,0,13.0,321798.0,3.0,2.0,1458.0,1459.0,1458.0,2.0,1207.0,0.0004046944556859,0.1629569674895453,0.0,1
0,1,1,1,0.0,1,2.0,345509.0,9.0,3.0,0,6.0,6071174.0,1.0,111.0,626.0,686.0,623.0,106.0,572.0,0.0139924153262717,0.0749313456257355,0.0,6
7,7,2,2,0.7201853792264614,1,4.0,85644.0,14.0,2.0,1,1.0,70141.0,1.0,550.0,550.0,550.0,536.0,529.0,529.0,0.0212331236729297,0.0212331236729297,0.0,80
36,7,3,2,0.483605254349182,1,2.0,625775.0,27.0,16.0,0,30.0,191169.2857142857,6.0,347.0,2194.0,2194.0,2193.0,337.0,2132.0,0.0417438557490428,0.2634309003334568,0.0,366
6,1,1,1,0.0,1,2.0,177636.0,19.0,1.0,0,3.0,197902.0,2.0,1519.0,3175.0,3175.0,2644.0,919.0,2268.0,0.0624872648237451,0.1541126129185628,0.0,12
0,1,1,1,0.0,1,5.0,4191017.0,46.0,24.0,0,16.0,1792791.0,5.0,8.0,4778.0,4785.0,3896.0,8.0,3576.0,0.0006451150455164,0.2563973908680381,0.0,38
0,1,1,1,0.0,1,3.0,102099.0,10.0,5.0,0,3.0,39207221.0,2.0,49.0,3128.0,3158.0,2128.0,47.0,2453.0,0.0023134759976865,0.1182764603817235,0.0,2
0,1,1,1,0.0,1,4.0,455610.0,27.0,9.0,0,14.0,1618428.0,1.0,390.0,259.0,614.0,258.0,373.0,235.0,0.0286195286195286,0.0180593816957453,0.0,16
10,2,1,1,0.384311544126497,1,2.0,304814.0,10.0,2.0,0,2.0,937958.0,1.0,214.0,307.0,393.0,240.0,167.0,236.0,0.0081450596334723,0.0114903519829341,0.0,40
39,7,1,1,0.8473817670368727,1,2.0,39000.0,13.0,6.0,0,39.0,2174085.714285714,2.0,50.0,200.0,200.0,178.0,39.0,185.0,0.0041584364279031,0.0193367293897494,0.0,66
3,2,2,2,1.0,1,7.0,578871.0,30.0,8.0,0,8.0,7946.0,4.0,149.0,2490.0,2490.0,2355.0,125.0,2327.0,0.0105271952544072,0.1945024647004762,1.0,34
0,1,1,1,0.0,1,5.0,13450847.0,18.0,7.0,0,2.0,8375772.0,1.0,0.0,359.0,359.0,357.0,0.0,223.0,0.0001198897014746,0.0268552931303201,0.0,6
1,1,1,1,0.0,1,5.0,1370799.0,25.0,2.0,0,5.0,1124405.0,1.0,551.0,2942.0,3265.0,2126.0,362.0,2255.0,0.0162191144274161,0.1007997855323712,0.0,50
29,4,2,2,0.7526962525893484,1,3.0,6818.0,9.0,3.0,0,3.0,84238.0,2.0,139.0,148.0,148.0,148.0,108.0,116.0,0.0302357836338418,0.0324549237170596,0.0,162
1,1,1,1,0.0,1,4.0,523387.0,23.0,3.0,0,2.0,446023.0,3.0,4.0,36.0,36.0,36.0,2.0,29.0,0.0069284064665127,0.069284064665127,0.0,14
0,2,1,1,0.9182958340544896,1,2.0,235610.0,4.0,2.0,0,2.0,1001.5,1.0,4.0,354.0,354.0,315.0,4.0,309.0,0.0004350852767142,0.0269752871562826,0.0,15
40,1,1,1,0.0,1,2.0,98665.0,10.0,2.0,0,11.0,1454128.0,1.0,2576.0,915.0,3224.0,642.0,1976.0,402.0,0.1032483810319615,0.0210465844996866,0.0,102
106,11,2,1,0.7880842072062286,1,6.0,358669.0,39.0,8.0,0,16.0,1237.0,1.0,3994.0,2595.0,4684.0,2156.0,3180.0,1921.0,0.1588355719778299,0.0959704399061267,0.0,132
15,2,1,1,0.8935711016541907,1,7.0,3516227.0,36.0,3.0,0,17.0,1321390.0,1.0,655.0,1602.0,2247.0,1089.0,3.0,476.0,0.007380073800738,0.8800738007380073,0.0,29
0,1,1,1,0.0,1,2.0,9950.0,7.0,2.0,0,2.0,2330962.0,2.0,321.0,1252.0,1252.0,1251.0,143.0,724.0,0.0599750104123281,0.3019575177009579,1.0,3
1,1,1,1,0.0,1,4.0,82467.0,22.0,3.0,0,11.0,6819746.0,1.0,314.0,917.0,1215.0,615.0,41.0,394.0,0.0061002178649237,0.0573710965867828,0.0,2
82,13,6,2,0.8813736694075369,1,2.0,538797.0,6.0,1.0,0,2.0,558508.7692307692,2.0,86.0,103.0,103.0,103.0,83.0,100.0,0.0491228070175438,0.0590643274853801,0.0,84
4,1,1,1,0.0,1,2.0,1406096.0,11.0,2.0,0,27.0,95448.0,3.0,106.0,2646.0,2646.0,1809.0,90.0,2292.0,0.0054726966562424,0.1378999278325715,0.0,5
3,1,1,1,0.0,1,4.0,135892.0,9.0,1.0,0,1.0,6224880.0,1.0,301.0,249.0,390.0,221.0,236.0,199.0,0.716012084592145,0.6042296072507553,0.0,8
4,2,1,1,0.9182958340544896,1,4.0,3926027.0,36.0,5.0,0,5.0,170.0,2.0,220.0,1461.0,1461.0,1450.0,199.0,1272.0,0.0217108119843682,0.1381893182805036,0.0,6
3,1,1,1,0.0,1,2.0,263948.0,8.0,4.0,0,22.0,14506931.0,3.0,57.0,2297.0,2297.0,1725.0,39.0,1754.0,0.0024058703235895,0.1055575604474918,0.0,3
1,1,1,1,0.0,1,3.0,584816.0,21.0,8.0,0,28.0,228169.0,2.0,180.0,378.0,378.0,367.0,134.0,302.0,0.0093594009983361,0.0210066555740432,0.0,5
4,2,1,1,0.9957274520849256,1,2.0,22060.0,8.0,4.0,0,2.0,4618015.0,2.0,208.0,2494.0,2650.0,1987.0,169.0,1765.0,0.0116080573574598,0.1205872311369068,0.0,13
0,1,1,1,0.0,1,2.0,219490.0,19.0,7.0,0,1.0,1044065.0,5.0,32.0,613.0,613.0,613.0,30.0,372.0,0.0308764940239043,0.3715139442231076,0.0,1
1,4,3,2,0.7430231162862537,1,4.0,93298.0,21.0,5.0,0,81.0,1993576.25,2.0,769.0,2615.0,2615.0,2021.0,743.0,2458.0,0.0435699226985242,0.1440032794565472,1.0,28
17,5,3,2,0.7045143106409208,1,6.0,2309020.0,38.0,14.0,0,33.0,2896022.6,2.0,1536.0,2238.0,2238.0,2178.0,1470.0,1804.0,0.1253621953298108,0.1538264871314129,0.0,49
377,13,1,1,0.8097460642073898,1,6.0,370117.0,14.0,3.0,0,5.0,89945.0,1.0,11.0,67.0,71.0,67.0,10.0,62.0,0.0035830618892508,0.0205211726384364,1.0,667
349,2,1,1,0.8424933670999951,1,1.0,55142.0,8.0,3.0,0,26.0,156177.0,3.0,164.0,1231.0,1231.0,1230.0,144.0,737.0,0.0394235997824904,0.200652528548124,1.0,362
0,1,1,1,0.0,1,2.0,359966.0,23.0,14.0,0,4.0,89878.0,2.0,19.0,652.0,657.0,651.0,9.0,284.0,0.0028457598178713,0.0811041548093341,0.0,26
2,1,1,1,0.0,1,5.0,2214975.0,37.0,19.0,0,40.0,394095.0,2.0,4.0,466.0,469.0,394.0,3.0,409.0,0.000199461454074,0.020444799042585,0.0,4
7,1,1,1,0.0,1,5.0,12175.0,21.0,6.0,0,7.0,6284757.0,1.0,2985.0,1018.0,3956.0,587.0,2310.0,902.0,0.10743840074384,0.0419804741980474,0.0,10
7,5,2,2,0.7955425456857371,1,7.0,1613717.0,40.0,18.0,0,5.0,2733669.0,2.0,21.0,505.0,505.0,503.0,18.0,457.0,0.0033545197740112,0.0808615819209039,0.0,82
3,1,1,1,0.0,1,2.0,313373.0,14.0,8.0,0,4.0,5602161.0,4.0,19.0,2327.0,2338.0,2277.0,17.0,1420.0,0.0019094091439482,0.1507372440861355,0.0,7
8,1,1,1,0.0,1,2.0,440857.0,8.0,1.0,0,2.0,12734104.0,1.0,110.0,113.0,223.0,111.0,3.0,0.0,0.0105263157894736,0.0026315789473684,0.0,8
0,42,2,2,0.0,1,3.0,264041.0,6.0,3.0,0,6.0,36699062.61904762,2.0,11.0,734.0,745.0,506.0,0.0,47.0,0.0037037037037037,0.1777777777777777,0.0,0
33,7,1,1,0.8274797154505468,1,10.0,8065517.0,27.0,7.0,0,13.0,98858.28571428572,1.0,138.0,496.0,613.0,495.0,127.0,387.0,0.0240465902686455,0.0728912267518316,0.0,138
13,2,1,1,0.9990102708804812,1,2.0,888662.0,6.0,3.0,0,3.0,386907.5,1.0,656.0,759.0,1351.0,562.0,522.0,653.0,0.0312033888192828,0.039019151601933,0.0,27
2,7,3,1,0.7636645180998793,1,10.0,3312455.0,57.0,12.0,0,3.0,716247.5714285715,2.0,1077.0,1077.0,1077.0,851.0,981.0,981.0,0.0782033925300629,0.0782033925300629,1.0,555
0,5,1,1,0.6599771551156486,1,4.0,78414.0,14.0,4.0,0,35.0,212587.6,3.0,389.0,1638.0,1638.0,1577.0,136.0,1146.0,0.0135764542661777,0.113665642651868,0.0,21
7,3,3,1,0.8699155297736259,1,2.0,1997453.0,10.0,1.0,1,14.0,840939.0,1.0,2077.0,2077.0,2077.0,1600.0,615.0,615.0,0.1153126169973792,0.1153126169973792,0.0,14
1,1,1,1,0.0,1,2.0,13194.0,6.0,1.0,0,8.0,18239879.0,2.0,141.0,862.0,862.0,635.0,130.0,775.0,0.0085907272608039,0.0508885828578923,0.0,2
0,1,1,1,0.0,1,4.0,1273454.0,16.0,7.0,0,2.0,151130.0,2.0,1.0,1490.0,1490.0,1489.0,0.0,803.0,0.000327011118378,0.262916939175932,0.0,115
0,1,1,1,0.0,1,3.0,68201.0,14.0,8.0,0,0.0,0.0,1.0,500.0,2061.0,2525.0,1526.0,139.0,552.0,0.0242298373139494,0.0957078573901003,0.0,65
264,14,4,3,0.8879088649210564,1,2.0,155468.0,12.0,8.0,0,8.0,451640.875,1.0,471.0,377.0,793.0,352.0,421.0,350.0,0.0251280219125878,0.0209003215434083,1.0,310
51,2,2,2,0.3912435636292556,1,3.0,41664.0,9.0,3.0,0,58.0,473758.5,2.0,710.0,1422.0,2109.0,1073.0,681.0,1368.0,0.0298834457979142,0.0599859784418543,0.0,52
0,1,1,1,0.0,1,4.0,1246372.0,16.0,5.0,0,9.0,2935697.0,3.0,236.0,418.0,418.0,407.0,143.0,294.0,0.0126872246696035,0.0259911894273127,0.0,10
19,1,1,1,0.0,1,2.0,72295.0,11.0,3.0,0,6.0,1389495.0,1.0,2977.0,255.0,3152.0,246.0,2303.0,207.0,0.1072475911185588,0.0096820741982032,0.0,56
5,1,1,1,0.0,1,2.0,99612.0,16.0,5.0,0,67.0,1313098.0,1.0,263.0,2553.0,2814.0,2126.0,3.0,67.0,0.0054719562243502,0.0930232558139534,0.0,5
1,1,1,1,0.0,1,3.0,55625.0,10.0,1.0,0,14.0,6326661.0,2.0,481.0,2676.0,2676.0,1826.0,419.0,2324.0,0.0258939580764488,0.1433415536374845,0.0,3
1,1,1,1,0.0,1,2.0,33845.0,3.0,1.0,0,9.0,48652509.0,1.0,835.0,1124.0,1763.0,647.0,726.0,993.0,0.0317481112712345,0.043408009083366,0.0,2
4,1,1,1,0.0,1,3.0,73441.0,12.0,4.0,0,5.0,2414.0,2.0,246.0,322.0,322.0,322.0,45.0,85.0,0.0311864406779661,0.0583050847457627,0.0,11
1,1,1,1,0.0,1,2.0,14152.0,5.0,2.0,0,5.0,346844.0,1.0,365.0,132.0,416.0,132.0,340.0,129.0,0.0453397154633692,0.0172849355138944,0.0,2
0,1,1,1,0.0,1,3.0,1015636.0,7.0,1.0,0,1.0,688196.0,1.0,443.0,687.0,1119.0,474.0,407.0,654.0,0.0200935730115735,0.032258064516129,0.0,18
1,1,1,1,0.0,1,2.0,172131.0,5.0,1.0,0,2.0,1399515.0,2.0,600.0,1116.0,1116.0,1116.0,547.0,995.0,0.0968882602545968,0.1760961810466761,0.0,2
1,1,1,1,0.0,1,3.0,492585.0,8.0,4.0,0,1.0,1206567.0,1.0,373.0,67.0,404.0,58.0,279.0,50.0,0.7446808510638298,0.1356382978723404,0.0,2
2,5,1,1,0.72962427602112,1,4.0,89784.0,20.0,5.0,0,10.0,291313.8,2.0,109.0,181.0,181.0,178.0,105.0,168.0,0.0065018708213212,0.0103661902717291,0.0,29
0,6,3,2,0.832632306938571,1,9.0,39055359.0,73.0,36.0,0,17.0,5496006.666666667,4.0,36.0,596.0,599.0,586.0,36.0,588.0,0.0036724565756823,0.0584615384615384,1.0,103
62,4,2,1,0.4484466746758719,1,4.0,6554.0,10.0,3.0,0,1.0,358786.0,2.0,58.0,556.0,556.0,410.0,52.0,526.0,0.0032220803696273,0.0320384217885585,0.0,167
1,1,1,1,0.0,1,3.0,153740.0,15.0,2.0,0,10.0,4910260.0,2.0,48.0,709.0,709.0,530.0,45.0,644.0,0.0032857142857142,0.0460714285714285,0.0,4
19,13,8,3,0.941440604692614,1,2.0,98302.0,8.0,2.0,0,5.0,4022.0,3.0,129.0,287.0,287.0,287.0,129.0,275.0,0.042497548218372,0.0902255639097744,0.0,39
2,2,2,2,0.7273006785144037,1,2.0,8919.0,6.0,2.0,0,13.0,636.0,2.0,83.0,331.0,331.0,331.0,76.0,320.0,0.0106456518733582,0.0443799253421816,0.0,74
3,5,4,2,0.2391963066908117,1,2.0,269763.0,9.0,2.0,0,13.0,562882.0,1.0,342.0,615.0,836.0,613.0,338.0,610.0,0.0370451316795978,0.066768659162933,0.0,112
9,1,1,1,0.0,1,2.0,2977.0,10.0,3.0,0,1.0,126002.0,3.0,217.0,286.0,286.0,285.0,31.0,34.0,0.0064738013352215,0.0070807202103985,0.0,18
298,26,26,1,0.8495569336450969,1,2.0,94452.0,6.0,2.0,0,13.0,464077.3076923077,2.0,105.0,279.0,279.0,279.0,53.0,148.0,0.0828220858895705,0.2285276073619632,1.0,540
13,4,3,3,0.9248008763572908,1,2.0,27957.0,10.0,4.0,0,21.0,932155.25,3.0,395.0,595.0,595.0,595.0,370.0,541.0,0.090731230129616,0.1325507459036439,1.0,16
9,3,2,2,0.5240515878248748,1,3.0,907487.0,18.0,6.0,0,32.0,13053520.333333334,1.0,92.0,568.0,654.0,427.0,90.0,533.0,0.0035197648332946,0.0206544441865862,0.0,29
84,3,2,2,0.572601375975139,1,2.0,78422.0,7.0,2.0,0,3.0,5209575.666666667,2.0,340.0,831.0,831.0,827.0,336.0,823.0,0.0371677511856181,0.0908790118010367,0.0,135
8,1,1,1,0.0,1,2.0,107563.0,9.0,2.0,0,3.0,73200.0,2.0,206.0,695.0,695.0,494.0,178.0,643.0,0.0103134362756395,0.0371053238073288,1.0,19
16,1,1,1,0.0,1,2.0,355745.0,8.0,2.0,0,19.0,1142820.0,2.0,66.0,1067.0,1131.0,571.0,66.0,853.0,0.0029913385123671,0.0381284043218144,0.0,32
21,5,1,1,0.8958407206407203,1,2.0,70667.0,10.0,7.0,0,9.0,543370.0,1.0,15.0,519.0,529.0,518.0,15.0,399.0,0.0029090909090909,0.0727272727272727,0.0,43
39,2,1,1,0.4770713062193297,1,1.0,10181.0,3.0,2.0,0,5.0,4724.5,1.0,26.0,80.0,105.0,80.0,24.0,74.0,0.0111507582515611,0.0334522747546833,1.0,78
3,2,2,1,0.954434002924965,1,2.0,11421.0,8.0,2.0,0,13.0,1585803.0,2.0,12.0,23.0,23.0,23.0,2.0,9.0,0.0002697356590541,0.0008991188635137,0.0,16
7,1,1,1,0.0,1,3.0,178845.0,18.0,14.0,0,2.0,10862.0,3.0,1.0,279.0,280.0,278.0,1.0,238.0,0.0001685487948761,0.0201415809876959,0.0,14
7,9,3,2,0.6461650030493709,1,2.0,170616.0,4.0,1.0,1,2.0,329032.7777777777,1.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0401948842874543,0.0401948842874543,0.0,78
1,1,1,1,0.0,1,7.0,598372.0,24.0,7.0,0,57.0,2771739.0,1.0,2973.0,1793.0,4459.0,1049.0,2601.0,913.0,0.1182566013725401,0.0415397900286324,0.0,2
10,1,1,1,0.0,1,2.0,109252.0,15.0,2.0,0,5.0,699.0,2.0,299.0,813.0,813.0,811.0,251.0,717.0,0.0396662993861167,0.1130174720604438,0.0,10
11,6,3,2,0.9191076758854037,1,6.0,170179.0,27.0,7.0,0,7.0,379292.3333333333,2.0,91.0,380.0,380.0,380.0,91.0,370.0,0.0136175251628182,0.0549141503848431,1.0,43
19,2,1,1,0.6892019851173655,1,12.0,264612.0,34.0,5.0,1,6.0,48074.0,1.0,37.0,37.0,37.0,37.0,19.0,19.0,0.0058072009291521,0.0058072009291521,0.0,38
27,1,1,1,0.0,1,2.0,10150.0,6.0,3.0,0,1.0,15926756.0,1.0,986.0,406.0,1376.0,392.0,16.0,30.0,0.0971428571428571,0.1771428571428571,0.0,27
1,5,2,1,0.6648396239292752,1,6.0,189329.0,33.0,11.0,0,11.0,17836118.0,1.0,2988.0,4358.0,5213.0,2711.0,2299.0,3533.0,0.1012368502134777,0.1555526211541001,0.0,139
1,1,1,1,0.0,1,2.0,173927.0,5.0,1.0,0,1.0,1028845.0,1.0,436.0,206.0,606.0,165.0,379.0,170.0,0.0191050779286073,0.0085972850678733,0.0,2
8,2,2,2,0.9709505944546686,1,11.0,644348.0,31.0,2.0,0,6.0,1759298.0,2.0,47.0,280.0,280.0,280.0,47.0,275.0,0.0200752823086574,0.1154328732747804,0.0,30
3,1,1,1,0.0,1,3.0,152148.0,11.0,3.0,0,15.0,8433892.0,1.0,571.0,662.0,1225.0,405.0,482.0,515.0,0.0215952785477957,0.0230707323616203,0.0,25
6,1,1,1,0.0,1,3.0,1465172.0,9.0,2.0,0,20.0,115.0,3.0,221.0,504.0,504.0,500.0,20.0,25.0,0.0933333333333333,0.1155555555555555,0.0,7
3,3,1,1,0.8956403056385981,1,2.0,193816.0,17.0,1.0,0,7.0,63923.0,1.0,315.0,317.0,631.0,192.0,263.0,266.0,0.0116566584245849,0.011789120452137,0.0,13
17,2,1,1,0.4537163391869448,1,4.0,944634.0,19.0,6.0,0,7.0,1624033.0,2.0,352.0,358.0,358.0,287.0,301.0,307.0,0.0163322697528527,0.0166567519333729,0.0,21
1,1,1,1,0.0,1,3.0,84969.0,14.0,3.0,0,10.0,459766.0,2.0,57.0,223.0,223.0,223.0,27.0,99.0,0.0374331550802139,0.1336898395721925,0.0,2
0,1,1,1,0.0,1,2.0,37872.0,10.0,4.0,0,14.0,435930.0,3.0,241.0,395.0,395.0,391.0,147.0,283.0,0.0128729233713142,0.0247020961990084,0.0,3
701,7,3,2,0.5696557704177354,1,1.0,28266.0,3.0,2.0,0,7.0,283380.1111111111,1.0,43.0,46.0,62.0,46.0,42.0,42.0,0.0161290322580645,0.0161290322580645,1.0,1351
780,5,1,1,0.6606697856675243,1,2.0,308628.0,13.0,5.0,0,2.0,1970108.4,3.0,102.0,691.0,691.0,691.0,95.0,331.0,0.0339342523860021,0.1173559561682573,0.0,780
4,1,1,1,0.0,1,2.0,75995.0,9.0,5.0,0,1.0,1106826.0,1.0,36.0,49.0,80.0,49.0,27.0,40.0,0.0140421263791374,0.0205616850551654,0.0,8
3,1,1,1,0.0,1,2.0,260497.0,10.0,2.0,0,1.0,13636.0,1.0,2357.0,3737.0,4350.0,2785.0,1698.0,2928.0,0.0897801733248784,0.1547770027478334,0.0,4
2,1,1,1,0.0,1,2.0,2399314.0,5.0,3.0,0,2.0,16878.0,1.0,187.0,1015.0,1185.0,964.0,144.0,455.0,0.0107702592289979,0.0338706083339523,0.0,15
2,1,1,1,0.0,1,2.0,1231874.0,7.0,4.0,0,5.0,1125311.0,1.0,316.0,463.0,561.0,403.0,296.0,422.0,0.0261604862150973,0.0372588743063507,0.0,6
15,2,1,1,0.996316519558962,1,3.0,1758519.0,8.0,2.0,0,14.0,491887.0,2.0,291.0,1232.0,1232.0,1036.0,264.0,1120.0,0.0222483418688607,0.0941146839056334,0.0,28
2,1,1,1,0.0,1,2.0,25907.0,7.0,3.0,0,18.0,24102914.0,1.0,3110.0,543.0,3515.0,428.0,2415.0,475.0,0.108760241289277,0.0214279283334833,0.0,25
1,1,1,1,0.0,1,3.0,78147.0,10.0,2.0,0,1.0,1213373.0,1.0,84.0,646.0,681.0,458.0,82.0,613.0,0.0043058725876737,0.0318530815521892,1.0,2
108,5,1,1,0.8230001640595934,1,3.0,584187.0,23.0,8.0,0,39.0,677.8,1.0,2934.0,1778.0,4412.0,1056.0,2565.0,904.0,0.1179065386205945,0.0415843403942471,0.0,158
5,3,2,1,0.9602297178607612,1,2.0,178878.0,12.0,2.0,0,41.0,75416.0,2.0,2313.0,2552.0,2552.0,1806.0,2018.0,2218.0,0.1269811320754717,0.1395597484276729,0.0,5
6,1,1,1,0.0,1,1.0,88600.0,3.0,1.0,0,7.0,1868041.0,2.0,370.0,757.0,757.0,749.0,300.0,658.0,0.0364848484848484,0.0798787878787878,0.0,14
31,9,3,1,0.930622437661042,1,5.0,596877.0,31.0,13.0,0,40.0,81019.77777777778,2.0,3418.0,3905.0,3905.0,3146.0,2620.0,2940.0,0.1524103041228121,0.1710182008489852,0.0,59
5,1,1,1,0.0,1,3.0,65010.0,6.0,2.0,0,4.0,2244.0,1.0,1703.0,503.0,1950.0,475.0,77.0,51.0,0.951219512195122,0.6341463414634146,0.0,10
8,2,1,1,0.3533593350214213,1,2.0,794949.0,9.0,2.0,1,13.0,1386.0,1.0,18.0,18.0,18.0,18.0,16.0,16.0,0.001591313301507,0.001591313301507,0.0,15
9,3,2,2,0.8641153423410657,1,4.0,13721.0,13.0,3.0,0,3.0,157681.0,2.0,0.0,30.0,30.0,30.0,0.0,30.0,0.001187648456057,0.0368171021377672,1.0,84
2,1,1,1,0.0,1,2.0,42513748.0,11.0,3.0,0,7.0,195038.0,3.0,360.0,660.0,660.0,612.0,330.0,599.0,0.0328699106256206,0.0595829195630585,0.0,5
25,3,1,1,0.6910197996711925,1,2.0,9458.0,7.0,2.0,0,5.0,82321.0,1.0,3549.0,429.0,3706.0,392.0,2744.0,243.0,0.1537212297698381,0.0136641093128745,0.0,115
14,6,3,2,0.6403093001558319,1,4.0,2592918.0,32.0,16.0,0,72.0,643062.0,1.0,459.0,361.0,816.0,328.0,439.0,333.0,0.0214676034348165,0.016295862607338,0.0,105
0,4,1,1,0.2575044591486493,1,5.0,3740382.0,33.0,9.0,0,39.0,132749.5,3.0,37.0,2697.0,2697.0,2134.0,34.0,2194.0,0.0025935531678399,0.1626528343831048,1.0,62
6,4,3,2,0.7563852399766662,1,8.0,1461243.0,37.0,12.0,0,12.0,18338892.5,2.0,540.0,6565.0,6927.0,4355.0,526.0,5824.0,0.0219063058569231,0.2421332668246248,0.0,99
1,1,1,1,0.0,1,4.0,23635.0,12.0,2.0,0,13.0,2788730.0,2.0,1567.0,1987.0,1987.0,1713.0,1207.0,1332.0,0.0969813744380218,0.1070166987797045,0.0,79
